title	sound	episodetype	episodenumber	episodedate	time	person	timestampurl	image
Get your fucking ass up and work	KimKhardashian_GetYourAssUpAndWork.mp3	AfterDark	68	03-18-2022	13196	Kim Kardashian	https://www.youtube.com/watch?v=_VovzI50yC4&t=13196	
Leaving my friendships BEHHIND	Kornbread_LeavinMyFriendshipsBehiiind.mp3	AfterDark	88	10-14-2022	7571	Kornbread	https://www.youtube.com/watch?v=OQOw4EDREDk&t=7571	
Close the Trunk	KrisJenner_CloseTheTrunk.mp3	OTR	33	04-27-2022	3919	Kris Jenner	https://www.youtube.com/watch?v=nnKBeuxk_bg&t=3919	
It's Not Easy	LanceStewart_NotEasy.mp3	Unknown	1	05-05-2015	0	Lance Stewart	https://youtu.be/zOYZ3XMGjUM&t=0	
WHAT DO YOU WANT FROM ME?!	LewisSaunderson_WhatDoYouWantFromMe.mp3	H3Show	9	05-10-2024	5928	Lewis Saunderson	https://youtu.be/-69bFbVEwhU&t=5928	
How you gonna milk an oat?!	LiverKing_HowYouGonnaMilkAnOat.mp3	Leftovers	26	09-29-2022	2061	Liver King	https://www.youtube.com/watch?v=5XtLmCevyRU&t=2061	
I think there's someone hanging right there...	LoganPaul_IThinkTheresSomeoneHangingRightThere.mp3	H3H3Productions	5	01-16-2018	0	Logan Paul	https://www.youtube.com/watch?v=N3Dlpky9ey8&t=0	
Im a motha freakin blueberry	LoganPaul_ImAMotherFreakingBlueberry.mp3	H3H3Productions	3	12-09-2016	684	Logan Paul	https://youtu.be/q7Gh_-KDXAk&t=684	
Let me tell you bout banana	LoganPaul_LetMeTellYouAboutBanana.mp3	H3H3Productions	3	12-09-2016	684	Logan Paul	https://youtu.be/q7Gh_-KDXAk&t=684	
Ohoho Now Im a strawberry	LoganPaul_NowImAStrawberry.mp3	H3H3Productions	3	12-09-2016	684	Logan Paul	https://youtu.be/q7Gh_-KDXAk&t=684	
Gorgeous	Love_Gorgeous.mp3	H3Show	120	03-11-2025	9326	Love	https://youtu.be/wWG9Msgmnh4&t=9326	
I only take it right on my chest	Love_RightOnMyChest.mp3	H3Show	31	07-19-2024	2993	Love	https://youtu.be/t7YKFG2TbGc&t=2993	
Wheres my shoompa loompa?	Love_WheresMyShoompaLoompa.mp3	AfterDark	111	07-14-2023	9012	Love	https://www.youtube.com/watch?v=zqZW2EYb9YE&t=9012	
You got me!	Love_YouGotMe.mp3	AfterDark	100	03-31-2023	7798	Love	https://www.youtube.com/watch?v=MgwMZS-9MBg&t=7798	
5000 dun garn	Love_5000DunGarne.mp3	H3TV	30	04-04-2022	3099	Love	https://youtu.be/ulmY5h0M4co&t=3099	
Anyone here from Arizona	Love_AnyoneHereFromArizona.mp3	H3TV	30	04-04-2022	3008	Love	https://youtu.be/ulmY5h0M4co&t=3008	
God damn rascal	Love_GodDamnRascal.mp3	H3TV	30	04-04-2022	3023	Love	https://youtu.be/ulmY5h0M4co&t=3023	
ooohhhEEeeeee!	Love_oOoOoeeee.mp3	H3TV	30	04-04-2022	3021	Love	https://youtu.be/ulmY5h0M4co&t=3021	
SHWEEEE	Love_ShweeEeeeEeEee.mp3	H3TV	30	04-04-2022	3404	Love	https://youtu.be/ulmY5h0M4co&t=3404	
What the heckin dog?!	Love_WhatTheHeckinDog.mp3	H3TV	30	04-04-2022	3108	Love	https://youtu.be/ulmY5h0M4co&t=3108	
YeEeEEee!!	Love_Yeeeee.mp3	H3TV	30	04-04-2022	3021	Love	https://youtu.be/ulmY5h0M4co&t=3021	
You guys are a bunch of pussies	Love_YouGuysAreABunchOfPussies.mp3	H3TV	21	01-17-2022	8053	Love	https://youtu.be/sHrEyuHHM9U&t=8053	
AB did that everyone saw that	Love_AbDidThatEveryoneSawThat.mp3	H3TV	10	10-04-2021	8097	Love	https://youtu.be/Rs9bSkstX9s&t=8097	
And That Comes on the Back	Love_AndThatComesOnTheBack.mp3	Unknown	1	05-05-2015	0	Love	https://youtu.be/zOYZ3XMGjUM&t=0	
I support Jenna's side	Love_ISupportJennaside.mp3	Unknown	1	05-05-2015	0	Love	https://youtu.be/zOYZ3XMGjUM&t=0	
Put Me Between Your Legs!	Love_PutMeBetweenYourLegs.mp3	Unknown	1	05-05-2015	0	Love	https://youtu.be/zOYZ3XMGjUM&t=0	
LETS UP THOSE NUMBERS!!	Ludwig_LetsUpThoseNumbers.mp3	Unknown	1	05-05-2015	0	Ludwig	https://youtu.be/zOYZ3XMGjUM&t=0	
Have-have a good night	MarcElliot_HaveAGoodNight.mp3	H3TV	66	02-20-2023	6909	Marc Elliot	https://youtu.be/Ro8kiM7Dg1Y&t=6909	
Good Smokey Flavor	MarkZuckerberg_GoodSmokyFlavor.mp3	H3H3Productions	4	08-05-2020	1035	Mark Zuckerberg	https://youtu.be/OCjN_yBkyDk&t=1035	
Im the meat chef	MarkZuckerberg_NowImTheMeatChef.mp3	H3H3Productions	4	08-05-2020	1035	Mark Zuckerberg	https://youtu.be/OCjN_yBkyDk&t=1035	
Smoking these meats!	MarkZuckerberg_SmokingTheseMeats.mp3	H3H3Productions	4	08-05-2020	1035	Mark Zuckerberg	https://youtu.be/OCjN_yBkyDk&t=1035	
Anal Licking	MartinSsempa_AnalLicking.mp3	AfterDark	3	09-04-2020	7148	Martin Ssempa	https://www.youtube.com/watch?v=2ujyWHUgcBI&t=7148	
Deepah	MartinSsempa_Deepah.mp3	AfterDark	3	09-04-2020	7366	Martin Ssempa	https://www.youtube.com/watch?v=2ujyWHUgcBI&t=7366	
And this one is eating the poo poo all over the place	MartinSsempa_EatingPooPooAllOver.mp3	AfterDark	3	09-04-2020	7287	Martin Ssempa	https://www.youtube.com/watch?v=2ujyWHUgcBI&t=7287	
Eat Da Poo Poo	MartinSsempa_EatThePooPoo.mp3	AfterDark	3	09-04-2020	7187	Martin Ssempa	https://www.youtube.com/watch?v=2ujyWHUgcBI&t=7187	
This is seeck	MartinSsempa_ThisIsSick.mp3	AfterDark	3	09-04-2020	7328	Martin Ssempa	https://www.youtube.com/watch?v=2ujyWHUgcBI&t=7328	
And she thought I looked good!	MelissaMcCarthy_SheThoughtILookedGood.mp3	H3Show	6	05-03-2024	1408	Melissa McCarthy	https://youtu.be/dQO5biMTtsY&t=1408	
I know it was you Fredo	MichaelCorleon_IKnowItWasYouFredo.mp3	Podcast	233	01-27-2021	3053	Michael Corleone	https://youtu.be/vSkmUdAMm9I&t=3053	
Rudy Giuliani, you nasty, filthy fucking animal	MichaelRapaport_RudyGiulianiYouNastyFilthy.mp3	OTR	9	08-26-2021	793	Michael Rapaport	https://www.youtube.com/watch?v=btR1WbNWzKc&t=793	
I have never had an original thought in my life	MikasRhetoric_IveNeverHadAnOriginalThought.mp3	H3Show	96	01-06-2025	13810	Mika's Rhetoric	https://youtu.be/0SWIbsrw5No&t=13810	
I've also vouched for Jewish people	MikasRhetoric_IVouchedForJewishPeople.mp3	H3Show	96	01-06-2025	7683	Mika's Rhetoric	https://youtu.be/0SWIbsrw5No&t=7683	
Hi everyone, it's me again	MikasRhetoric_HiEveryoneItsMeAgain.mp3	H3Show	96	01-06-2025	7133	Mika's Rhetoric	https://youtu.be/0SWIbsrw5No&t=7133	
This filter is suppose to make you look like BAHBEE	Mikayla_LookLikeBarbie.mp3	OTR	74	05-31-2023	10365	Mikayla Nogueira	https://www.youtube.com/watch?v=0ERGVU8l6Es&t=10365	
MAKEUP BAG	Mikayla_MAKEUPBAG.mp3	H3TV	78	05-22-2023	7217	Mikayla Nogueira	https://youtu.be/5C0VjNTsjk8&t=7217	
KIM KARDASHIAN	Mikayla_KIMKARDASHIAN.mp3	OTR	72	05-17-2023	1847	Mikayla Nogueira	https://www.youtube.com/watch?v=j_lLeMIwlmE&t=1847	
Just the Right Height, No Bucket Required	MikeHunt_JustTheRightHeightNoBucketRequired.mp3	Unknown	1	05-05-2015	0	Mike Hunt	https://youtu.be/zOYZ3XMGjUM&t=0	
JESUS CROIST	MikeServin_JESUSCROIST.mp3	Podcast	103	02-10-2019	2329	Mike Servin	https://youtu.be/hWauSy4epQM&t=2329	
Weird Goat Noise	Misc_WeirdGoatNoise.mp3	H3Show	120	03-11-2025	2058	Misc	https://youtu.be/wWG9Msgmnh4&t=2058	/Images/BlueHairedGirl.png
They're Investigating You Homie!	Misc_TheyreInvestigatingYouHomie.mp3	H3Show	120	03-11-2025	2058	Misc	https://youtu.be/wWG9Msgmnh4&t=2058	/Images/BlueHairedGirl.png
ANYWHO I'M GONNA GO TO BED NOW	WholeCrew_AnywhoImGonnaGoToBedNow.mp3	H3Show	108	02-10-2025	10247	Misc	https://youtu.be/I0zmBdGEvwU&t=10247	https://www.redbrick.me/wp-content/uploads/2021/11/255880196_279179057470482_8982295856559572115_n1.jpg
Come into my mouth in the name of jesus!	Misc_ComeIntoMyMouthInTheNameOfJesus.mp3	H3Show	98	01-13-2025	5540	Misc	https://youtu.be/fV-1SveD9gQ&t=5540	https://i.ytimg.com/vi/9uG31s9U__c/mqdefault.jpg
Come into my mouth	Misc_ComeIntoMyMouth.mp3	H3Show	98	01-13-2025	5540	Misc	https://youtu.be/fV-1SveD9gQ&t=5540	https://i.ytimg.com/vi/9uG31s9U__c/mqdefault.jpg
Why is there mold in the Lunchly?!	Misc_WhyIsThereMoldInTheLunchly.mp3	H3Show	71	10-25-2024	5787	Misc	https://youtu.be/N8NGpo8N-ic&t=5787	https://i.dailymail.co.uk/1s/2024/10/22/16/91140581-13987187-TikTokkers_have_been_posting_on_the_social_media_platform_images-a-11_1729609399394.jpg
*WoW Raid Warning*	Misc_RaidWarningSound.mp3	H3Show	16	05-29-2024	5720	Misc	https://youtu.be/jvGC35qMLMw&t=5720	https://static0.gamerantimages.com/wordpress/wp-content/uploads/2024/07/world-of-warcraft-the-war-within-raid-schedule-changes.jpg
Shark Tank Stinger #1	Misc_SharkTank1.mp3	H3Show	15	05-24-2024	6900	Misc	https://youtu.be/iiz9Gispe5I&t=6900	https://m.media-amazon.com/images/S/pv-target-images/2e3ca20bf1d157d4c6373828a91077fc037a704f6641712b6fe795587f10010f.jpg
Shark Tank Stinger #2	Misc_SharkTank2.mp3	H3Show	15	05-24-2024	6900	Misc	https://youtu.be/iiz9Gispe5I&t=6900	https://m.media-amazon.com/images/S/pv-target-images/2e3ca20bf1d157d4c6373828a91077fc037a704f6641712b6fe795587f10010f.jpg
It's still real to me DAMMIT!	Misc_ItsStillRealToMeDammit.mp3	AfterDark	126	11-03-2023	2140	Misc	https://www.youtube.com/watch?v=3SwwKqSeF6c&t=2140	https://i.kym-cdn.com/entries/icons/original/000/004/158/1.jpg
A crane fuckin smashed him right in his head	LilMo_ACraneSmashedHimRightInHisHead.mp3	OTR	87	09-27-2023	11049	Misc	https://www.youtube.com/watch?v=R8Y-ih8DLlc&t=11049	https://www.wppecrane.com/wp-content/uploads/2020/08/GHC_50_IMG_2549_COB_F.png
Boom, Boom, Boom! Now let me hear you say WAY-HO!	Misc_BoomBoomBoomNowLetMeHearYouSayWayho.mp3	H3TV	81	06-19-2023	1309	Misc	https://youtu.be/bD3yMLPhozo&t=1309	https://lastfm.freetls.fastly.net/i/u/ar0/cc12d34f8db047a586854b87efb40d9e.jpg
Keemstars rimshot	Misc_KeemstarsRimshot.mp3	OTR	57	01-18-2023	6093	Misc	https://www.youtube.com/watch?v=txuivldLEzo&t=6093	https://source.boomplaymusic.com/group10/M00/12/14/f871d2d705b3469f8391552a99cee9ff_320_320.jpg
We are gay we are straight	Misc_WeAreGayWeAreStraight.mp3	H3TV	62	01-16-2023	10749	Misc	https://youtu.be/lJNBlXTGSWk&t=10749	https://miro.medium.com/v2/1*NtNByQ8WIgAGZh3dzJy8Xg.jpeg
200 DPI	Misc_200dpi.mp3	AfterDark	92	12-16-2022	13741	Misc	https://www.youtube.com/watch?v=GgwXXGtUCgE&t=13741	https://c1.neweggimages.com/productimage/nb640/26-436-072-S01.jpg
3200 DPI	Misc_3200DPI.mp3	H3TV	59	11-28-2022	7567	Misc	https://youtu.be/LY0H8sBnbZY&t=7567	https://c1.neweggimages.com/productimage/nb640/26-436-072-S01.jpg
8200 DPI!!	Misc_8200DPI.mp3	H3TV	59	11-28-2022	7567	Misc	https://youtu.be/LY0H8sBnbZY&t=7567	https://c1.neweggimages.com/productimage/nb640/26-436-072-S01.jpg
We got weights in fish	Misc_WeGotWeightsInFish.mp3	OTR	51	10-05-2022	9834	Misc	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=9834	https://media-cldnry.s-nbcnews.com/image/upload/mpx/2704722219/2022_10/FISH-gjruah.jpg
I've fallen, and I can't get up!	Misc_IveFallen.mp3	OTR	44	07-27-2022	9578	Misc	https://www.youtube.com/watch?v=ADeQ9CPU8SA&t=9578	https://www.seniorliving.org/app/uploads/2018/11/Life-Alert-Help-Button.jpg
OHHHH monsieurerrrrrrr	Misc_OhMonsieur.mp3	AfterDark	65	02-18-2022	2439	Misc	https://www.youtube.com/watch?v=_mfxcipuqq0&t=2439	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg3r5_02mijZmskXj5o7gbPHZjzEU30dUuCDGq7vDFSx2B54wPgasYXfD5-tfE7oiMjws&usqp=CAU
Family	Misc_Family.mp3	AfterDark	60	11-26-2021	3459	Misc	https://www.youtube.com/watch?v=kwDJN1CQzJY&t=3459	https://static1.srcdn.com/wordpress/wp-content/uploads/2021/11/Vin-Diesel-look-a-likes-family.jpg
Shaun #1	Misc_SHAUN1.mp3	OTR	20	11-25-2021	3441	Misc	https://www.youtube.com/watch?v=lD1Z7NYUXjc&t=3441	https://i.ytimg.com/vi/DAhG9D9UO7c/maxresdefault.jpg
Shaun #2	Misc_SHAUN2.mp3	OTR	20	11-25-2021	3441	Misc	https://www.youtube.com/watch?v=lD1Z7NYUXjc&t=3441	https://i.ytimg.com/vi/DAhG9D9UO7c/maxresdefault.jpg
Hes so cool	Misc_HesSoCool.mp3	AfterDark	51	09-24-2021	6911	Misc	https://www.youtube.com/watch?v=GRJLngUhhno&t=6911	https://i.ytimg.com/vi/jqsajGenHTY/maxresdefault.jpg
♫ Dink Doink is my favorite coin ♪	Misc_DinkDoinkYoureMyFavoriteCoin.mp3	OTR	5	07-15-2021	3474	Misc	https://www.youtube.com/watch?v=xamEkP8HLdA&t=3474	https://i.ytimg.com/vi/ZIwz3JbnqAc/maxresdefault.jpg
Safe Moon going to the moon baby!!	Misc_SafeMoonGoingToTheMoon.mp3	AfterDark	36	05-13-2021	11090	Misc	https://www.youtube.com/watch?v=4CP_nl037_c&t=11090	https://web-assets.esetstatic.com/wls/2021/09/falsa-app-criptomoneda-safemoon-1.jpg
Money Ethan	Misc_MoneyEthan.mp3	AfterDark	33	04-23-2021	241	Misc	https://www.youtube.com/watch?v=MjDYycK6n7M&t=241	
Im not a cat	Misc_ImNotACat.mp3	Podcast	235	02-11-2021	3712	Misc	https://youtu.be/3tqvNI1HIcI&t=3712	https://static01.nyt.com/images/2021/02/09/world/oakImage-1612906052458/oakImage-1612906052458-superJumbo.jpg
Sharples thats not your ID	Misc_SharplesThatsNotYourID.mp3	AfterDark	9	10-23-2020	3960	Misc	https://youtu.be/0VUy5lRXk80&t=3960	https://www.thesun.co.uk/wp-content/uploads/2019/04/Key1.png
Fill that bag up!	Misc_FillThatBagUp.mp3	Podcast	98	12-14-2018	4532	Misc	https://youtu.be/0oLt5qfxtxQ&t=4532	https://i1.sndcdn.com/artworks-000483807144-1hznqa-t500x500.jpg
Fart #1 (Just a fart)	Misc_Fart.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://www.shutterstock.com/image-vector/cute-funny-man-jumping-flying-600nw-1724667286.jpg
Fart #2 (Dry and Deep)	Misc_FartDryAndDeep.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://www.shutterstock.com/image-vector/cute-funny-man-jumping-flying-600nw-1724667286.jpg
Fart #3 (Long And Quiet)	Misc_FartLongAndQuiet.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://www.shutterstock.com/image-vector/cute-funny-man-jumping-flying-600nw-1724667286.jpg
Fart #4 (Squeak)	Misc_FartSqueak.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://www.shutterstock.com/image-vector/cute-funny-man-jumping-flying-600nw-1724667286.jpg
Fart #5 (Toot)	Misc_FartToot.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://www.shutterstock.com/image-vector/cute-funny-man-jumping-flying-600nw-1724667286.jpg
Fart #6 (Weird)	Misc_FartWeird.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://www.shutterstock.com/image-vector/cute-funny-man-jumping-flying-600nw-1724667286.jpg
Fart #7 (Wet and Disgusting)	Misc_FartWetAndDisgusting.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://www.shutterstock.com/image-vector/cute-funny-man-jumping-flying-600nw-1724667286.jpg
Fart #8 (Shitting into a metal pot)	Misc_FartEcho.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	https://willoughby-ind.com/wp-content/uploads/2017/12/ETWS-1490-FM-400x400.png
*BONK*	Misc_BonkNoise.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Bruh.	Misc_Bruh.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
HES STEALING IT	Misc_HesStealingIt.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Ladies and gentleman we are all deomstic terrorists	Misc_LadiesAndGentlemenWeAreAllDomesticTerrorists.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Something is about to bust	Misc_SomethingIsAboutToBust.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
God Bless America!! (Voice Crack)	Misc_GodBlessAmerica.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
24 Karat Gold Labubu	Misc_24KaratGoldLabubu.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Biggest Fucking Bummer News	Misc_BiggestBummerNews.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
*Ding Ding* Shame	Misc_DINGDINGDINGSHAMESHAME.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
I Don't Want Your Damn Elephant On Me!	Misc_DontWantYourDamnElephant.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Do you see him?	Misc_DoYouSeeHim.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
I Dont Want Your Damn Elephants Here!	Misc_ElephantsHere.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
WORLD PREMIERE	Misc_EthanWorldPremiere.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Everybody Know a Pedophile	Misc_EverybodyKnowAPedophile.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
♪ Feminism is a problem ♫	Misc_FeminismIsAProblem.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
I Don't Want Your Elephant on My Face!	Misc_GetItOffMeElephant.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
If you see Jesus, Subscribe Right Now!	Misc_JesusSubscribeRightNow.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Tiddies Jiggle Song	Misc_JiggleJiggleSong.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Look at this Picture Closely	Misc_LookAtThisPictureClosely.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Traffic Report + Moo Deng Time	Misc_MooDangTimeTrafficReport.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Nah We Ain't Doin' That	Misc_NahWeWaintDoingThat.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Now Squint Your Eyes	Misc_NowSquintYourEyes.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
An Important Announcement, Queen Elizabeth is Dead	Misc_QueenDeathAnnouncement.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
♪ Sad Cam Music ♪	Misc_SadCamMusic.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Thank You For the Roses	Misc_ThankYouForTheRoses.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
♪ That's America! ♪	Misc_ThatsAmerica.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
That's True	Misc_ThatsTrue.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
TikTok is My Home	Misc_TikTokIsMyHome.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
TikTok is Our Home	Misc_TikTokIsOurHome.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
Turn Your Head Sideways	Misc_TurnYourHeadSideways.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
World Record Walnut Cracking Noises	Misc_WalnutSound.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
War Horn	Misc_WarHorn.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
What Part of That Do You Not Understand?!	Misc_WhatPartOfThatDontYouUnderstand.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
KNOCKING OVER MY WIFE!!	TomHanks_KnockingOverMyWife.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
One... Small... Man	NeilArmstrong_ThatsOneSmallStepForMan.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
I Was Bullied Because I Had Red Hair	FIFA_RedHair.mp3	Unknown	1	05-05-2015	0	Misc	https://youtu.be/zOYZ3XMGjUM&t=0	
You are a loser	MissBrantley_YouAreALoser.mp3	OTR	57	01-18-2023	5540	Miss Brantley	https://www.youtube.com/watch?v=txuivldLEzo&t=5540	
You're a fun sucker	MissBrantley_YoureAFunSucker.mp3	OTR	57	01-18-2023	5540	Miss Brantley	https://www.youtube.com/watch?v=txuivldLEzo&t=5540	
That's Really Good!	Mizkif_ThatsReallyGood.mp3	Unknown	1	05-05-2015	0	Mizkif	https://youtu.be/zOYZ3XMGjUM&t=0	
That's Very Good!	Mizkif_ThatsVeryGood.mp3	Unknown	1	05-05-2015	0	Mizkif	https://youtu.be/zOYZ3XMGjUM&t=0	
Excuse me sir	MobilityMary_ExcuseMeSir.mp3	Podcast	135	08-16-2019	1619	Mobility Mary	https://youtu.be/lYeKevWNU0g&t=1619	
Its a disability mobility	MobilityMary_ItsADisabilityMobility.mp3	Podcast	135	08-16-2019	1693	Mobility Mary	https://youtu.be/lYeKevWNU0g&t=1693	
OH MY GOD!	MobilityMary_OhMyGod.mp3	Podcast	135	08-16-2019	2048	Mobility Mary	https://youtu.be/lYeKevWNU0g&t=2048	
Well better it hits me than hits you	MobilityMary_WellBetterItHitsMeThanHitsYou.mp3	Podcast	135	08-16-2019	2069	Mobility Mary	https://youtu.be/lYeKevWNU0g&t=2069	
Joe Biden Wake Up	Wali_JoeBidenWakeUp.mp3	Unknown	1	05-05-2015	0	Mohammad Rajab Wali	https://youtu.be/zOYZ3XMGjUM&t=0	
Happy Birthday!	Wali_HappyBirthdayAB.mp3	Unknown	1	05-05-2015	0	Mohammad Rajab Wali	https://youtu.be/zOYZ3XMGjUM&t=0	
I know Ethan hates me now	MoistCritical_EthanHatesMeNow.mp3	H3Show	15	05-24-2024	6226	Moist Critical	https://youtu.be/iiz9Gispe5I&t=6226	
It's cool to be a soundbite I suppose	MoistCritical_CoolToBeASoundbite.mp3	H3Show	15	05-24-2024	6226	Moist Critical	https://youtu.be/iiz9Gispe5I&t=6226	
$28 A LOT for some Cookies	MoistCritical_CookieRant.mp3	H3TV	99	11-20-2023	10981	Moist Critical	https://www.youtube.com/watch?v=npYrseihU8E&t=10981	
Cookie Rant	MoistCritical_Cookie Rant.mp3	H3TV	99	11-20-2023	10980	Moist Critical	https://www.youtube.com/watch?v=npYrseihU8E&t=10980	
DAMN YOU JEWS!	MoistCritical_DamnYouJews.mp3	Unknown	1	05-05-2015	0	Moist Critical	https://youtu.be/zOYZ3XMGjUM&t=0	
Even Online Chess is Jewish Now!	MoistCritical_EvenOnlineChessIsJewishNowCrazy.mp3	Unknown	1	05-05-2015	0	Moist Critical	https://youtu.be/zOYZ3XMGjUM&t=0	
I Hate Jews So Fucking Much Man	MoistCritical_IHateJewsSoFuckingMuchMan.mp3	Unknown	1	05-05-2015	0	Moist Critical	https://youtu.be/zOYZ3XMGjUM&t=0	
The Jews Brainwash Me While Eating Cheerio's!	MoistCritical_JewsBrainwashMe.mp3	Unknown	1	05-05-2015	0	Moist Critical	https://youtu.be/zOYZ3XMGjUM&t=0	
The Jews Made My Cat Pissed Outside It's Literbox!	MoistCritical_JewsCatRant.mp3	Unknown	1	05-05-2015	0	Moist Critical	https://youtu.be/zOYZ3XMGjUM&t=0	
JEWS WHY?!	MoistCritical_JewsWhy.mp3	Unknown	1	05-05-2015	0	Moist Critical	https://youtu.be/zOYZ3XMGjUM&t=0	
Let me Guess, You're Jewish	MoistCritical_YoureJewish.mp3	Unknown	1	05-05-2015	0	Moist Critical	https://youtu.be/zOYZ3XMGjUM&t=0	
I TIED UP AN FBI AGENT (Different Languages)	MrBeast_DifferentLanguages.mp3	AfterDark	101	04-14-2023	7622	Mr Beast	https://www.youtube.com/watch?v=r6vG1VKGnOo&t=7622	
I'm on an Island Infested with Snakes!	MrBeast_IAmCurrentlyIslandInfestedWithSnakes.mp3	Unknown	1	05-05-2015	0	Mr Beast	https://youtu.be/zOYZ3XMGjUM&t=0	
I was shooting ropes bro	Nate_IWasShootingRopesBro.mp3	H3Show	103	01-29-2025	1907	Nate	https://youtu.be/oDdnL6Pd9qU&t=1907	
AB Referencing Something Other than Scarface and The Mummy	Nate_AbReferencingSomethingOtherThanScarfaceAndMummy.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
A Kid Yelled Out Fuck Mexicans	Nate_AKidYelledOutFuckMexicans.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
A Little Lizard	Nate_ALittleLizard.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Alright You Can Have It	Nate_AlrightYouCanHaveIt.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
