title	sound	episodetype	episodenumber	episodedate	time	person	timestampurl	image
Put your balls in my mouth	Dan_PutYourBallsInMyMouth.mp3	OTR	62	03-01-2023	4419	Dan	https://www.youtube.com/watch?v=XH6XCtQe4NI&t=4419	
Its a rainy day out here in Los Angeles!	Ethan_ItsARainyDayOutHereInLosAngeles.mp3	Podcast	267	02-24-2023	3	Ethan	https://youtu.be/TsHmmkK8mQA&t=3	
Have-have a good night	MarcElliot_HaveAGoodNight.mp3	H3TV	66	02-20-2023	6909	Marc Elliot	https://youtu.be/Ro8kiM7Dg1Y&t=6909	
I hope you get ass cancer and DIE	DrPhil_IHopeYouGetAssCancerAndDie.mp3	H3TV	65	02-13-2023	1421	Dr Phil	https://youtu.be/JUgwnVF_zuA&t=1421	
A CARROTAH	XQC_ACarrotah.mp3	OTR	59	02-08-2023	5985	XQC	https://www.youtube.com/watch?v=wj-SQVepazg&t=5985	
16 is the age of consent	Keemstar_16IsTheAgeOfConsent.mp3	AfterDark	94	02-03-2023	9610	Keemstar	https://www.youtube.com/watch?v=gBqepGXLnos&t=9610	
Chestnusts slurping oer open flile	Anuk_Chestnuts.mp3	OTR	58	01-25-2023	6358	Anuc	https://www.youtube.com/watch?v=y19qnDm2tDs&t=6358	
Keemstars rimshot	Misc_KeemstarsRimshot.mp3	OTR	57	01-18-2023	6093		https://www.youtube.com/watch?v=txuivldLEzo&t=6093	
Sucking a Smoko	PrinceHarry_SuckingASmoko.mp3	OTR	57	01-18-2023	3284	Prince Harry	https://www.youtube.com/watch?v=txuivldLEzo&t=3284	
Todger	PrinceHarry_Todger.mp3	OTR	57	01-18-2023	3002	Prince Harry	https://www.youtube.com/watch?v=txuivldLEzo&t=3002	
You are a loser	MissBrantley_YouAreALoser.mp3	OTR	57	01-18-2023	5540	Miss Brantley	https://www.youtube.com/watch?v=txuivldLEzo&t=5540	
You're a fun sucker	MissBrantley_YoureAFunSucker.mp3	OTR	57	01-18-2023	5540	Miss Brantley	https://www.youtube.com/watch?v=txuivldLEzo&t=5540	
DAAAAN SWERDLOVE	Ethan_DanSwerdlove.mp3	H3TV	62	01-16-2023	3291	Ethan	https://youtu.be/lJNBlXTGSWk&t=3291	
We are gay we are straight	Misc_WeAreGayWeAreStraight.mp3	H3TV	62	01-16-2023	10749		https://youtu.be/lJNBlXTGSWk&t=10749	
Why does it lie?	JoeRogan_OhWhyDoesItLie.mp3	SYNT	11	12-27-2022	1197	Joe Rogan	https://youtu.be/Yrof_UwWYCI&t=1197	
It's craaazy	JoeRogan_ItsCrazy.mp3	SYNT	11	12-27-2022	1148	Joe Rogan	https://youtu.be/Yrof_UwWYCI&t=1148	
I'm such a sucker	JoeRogan_ImSuchASucker.mp3	SYNT	11	12-27-2022	1206	Joe Rogan	https://youtu.be/Yrof_UwWYCI&t=1206	
Adolf Hitler DUDE!!	Hasan_AdolfHitlerDUDE.mp3	AfterDark	92	12-16-2022	10832	Hasan Piker	https://www.youtube.com/watch?v=GgwXXGtUCgE&t=10832	
200 DPI	Misc_200dpi.mp3	AfterDark	92	12-16-2022	13741		https://www.youtube.com/watch?v=GgwXXGtUCgE&t=13741	
All different flavors 2	JimmieLee_AllDifferentFlavors2.mp3	Podcast	262	12-14-2022	5449	Jimmie Lee	https://youtu.be/5J1FoJhOkwg&t=5449	
Kids love Hitler!	NickFuentes_KidsLoveHitler.mp3	Leftovers	34	12-08-2022	3003	Nick Fuentes	https://www.youtube.com/watch?v=mZDKKqeA6fI&t=3003	
Am I Jewish?!	Ninja_AmIJewish.mp3	OTR	56	11-30-2022	1245	Ninja	https://www.youtube.com/watch?v=0TyXVP4OYNM&t=1245	
That Makes Sense	Keemstar_ThatMakesSense.mp3	H3TV	59	11-28-2022	4995	Keemstar	https://youtu.be/LY0H8sBnbZY&t=4995	
An acoustic version or some shit	Keemstar_AcousticVersion.mp3	H3TV	59	11-28-2022	5607	Keemstar	https://youtu.be/LY0H8sBnbZY&t=5607	
Chat is right!!	Keemstar_ChatIsRightImDisabled.mp3	H3TV	59	11-28-2022	9651	Keemstar	https://youtu.be/LY0H8sBnbZY&t=9651	
It's the biggest drinking night of the year	Keemstar_ItsTheBiggestDrinkingNightOfTheYear.mp3	H3TV	59	11-28-2022	6837	Keemstar	https://youtu.be/LY0H8sBnbZY&t=6837	
3200 DPI	Misc_3200DPI.mp3	H3TV	59	11-28-2022	7567	Misc	https://youtu.be/LY0H8sBnbZY&t=7567	
8200 DPI!!	Misc_8200DPI.mp3	H3TV	59	11-28-2022	7567	Misc	https://youtu.be/LY0H8sBnbZY&t=7567	
Baby, I need a Juul pod!!	Keemstar_BabyINeedAJuulPod.mp3	H3TV	59	11-28-2022	5237	Keemstar	https://youtu.be/LY0H8sBnbZY&t=5237	
I'm drunk	Keemstar_ImDrunk.mp3	H3TV	59	11-28-2022	3773	Keemstar	https://youtu.be/LY0H8sBnbZY&t=3773	
GOD DID	DJKhaled_GodDid.mp3	AfterDark	91	11-25-2022	6665	DJ Khaled	https://www.youtube.com/watch?v=lUP64bI7INk&t=6665	
Jacket off	Dan_JacketOff.mp3	H3TV	57	11-14-2022	10361	Dan	https://youtu.be/Y0idXvAgs6Q&t=10361	
I took it down okay	HowieMandel_ITookItDownOkay.mp3	H3TV	57	11-14-2022	204	Howie Mandel	https://youtu.be/Y0idXvAgs6Q&t=204	
Its happening	Olivia_ITSHAPPENING.mp3	H3TV	57	11-14-2022	322	Olivia	https://youtu.be/Y0idXvAgs6Q&t=322	
I thought it was free speech	Ninja_IThoughtItWasFreeSpeech.mp3	OTR	54	11-09-2022	376	Ninja	https://www.youtube.com/watch?v=BraYUdc3YRo&t=376	
Dan has Never Looked Good	Ethan_DanHasNeverLookedGood.mp3	H3TV	56	11-07-2022	672	Ethan	https://youtu.be/mUSioSGBigU&t=672	
MONEY!	YilongMa_Money.mp3	Podcast	257	11-02-2022	3286	Yi Long Ma	https://youtu.be/WwSmgbQR9PA&t=3286	
GIVE TO YA	YilongMe_GiveToYa.mp3	Podcast	257	11-02-2022	3306	Yi Long Ma	https://youtu.be/WwSmgbQR9PA&t=3306	
LUNCHTIME	Ethan_LUNCHTIME.mp3	H3TV	55	10-31-2022	1035	Ethan	https://youtu.be/AlcD8_dyVvQ&t=1035	
It was in June this year	JordanPeterson_ItWasInJuneThisYear.mp3	OTR	53	10-19-2022	2312	Jordan Peterson	https://www.youtube.com/watch?v=Hj7Tx9D8G-s&t=2312	
Leaving my friendships BEHHIND	Kornbread_LeavinMyFriendshipsBehiiind.mp3	AfterDark	88	10-14-2022	7571	Kornbread	https://www.youtube.com/watch?v=OQOw4EDREDk&t=7571	
Whats your argument	DennisPrager_WhatsYourArgument.mp3	Leftovers	28	10-13-2022	1221	Dennis Prager	https://www.youtube.com/watch?v=RO6LOJj_p2g&t=1221	
I cant control my GOOOO	Ninja_CantControlMyGoo.mp3	OTR	52	10-12-2022	1758	Ninja	https://www.youtube.com/watch?v=PyYWRkS7ZmA&t=1758	
We need to keep our country gay brup bup	DonaldTrump_KeepOurCountryGayAgainBupBup.mp3	AfterDark	87	10-07-2022	2498	Donald Trump	https://www.youtube.com/watch?v=Cjv07aA7WFw&t=2498	
If I speak I am in big trouble	JoseMourinho_IfISpeakIAmInBigTrouble.mp3	OTR	51	10-05-2022	7105	Jose Mourinho	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=7105	
We got weights in fish	Misc_WeGotWeightsInFish.mp3	OTR	51	10-05-2022	9834	Misc	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=9834	
Yayayayayay woooooooooooo	Ninja_YayayayayaYAYAYAYAWOOOOOOOOO.mp3	OTR	51	10-05-2022	10417	Ninja	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=10417	
Rats will dance for money if you pay them	JordanPeterson_RatsWillDanceForMoney.mp3	OTR	51	10-05-2022	663	Jordan Peterson	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=663	
How you gonna milk an oat?!	LiverKing_HowYouGonnaMilkAnOat.mp3	Leftovers	26	09-29-2022	2061	Liver King	https://www.youtube.com/watch?v=5XtLmCevyRU&t=2061	
Get yo balls off my face man	XQC_GetYourBallsOffMyFace.mp3	Leftovers	25	09-22-2022	468	XQC	https://www.youtube.com/watch?v=bm_LAUxPI_U&t=468	
Hello	Ninja_Hello.mp3	AfterDark	84	09-16-2022	2736	Ninja	https://www.youtube.com/watch?v=ADAzc3jrxIY&t=2736	
Sorry about your dad passing away	UncleGabe_ImSorryAboutYourDadPassingAway.mp3	AfterDark	84	09-16-2022	1299	Uncle Gabe	https://www.youtube.com/watch?v=ADAzc3jrxIY&t=1299	
The number one podcast in the world	HowieMandel_TheNumberOnePodcast.mp3	OTR	48	09-14-2022	3505	Howie Mandel	https://www.youtube.com/watch?v=bRu6UR5lzeE&t=3505	
Thank you for the gifted	Olivia_ThankYouForTheGifted.mp3	H3TV	51	09-12-2022	5781	Olivia	https://youtu.be/1Z4LTCCodeg&t=5781	
Thats the game	AndrewTate_ThatsTheGame.mp3	OTR	47	08-31-2022	2351	Andrew Tate	https://www.youtube.com/watch?v=mRMb2YKOOrs&t=2351	
Jerking your dog off	BradleyMartyn_JerkingYourDogOff.mp3	OTR	47	08-31-2022	4297	Bradley Martyn	https://www.youtube.com/watch?v=mRMb2YKOOrs&t=4297	
FLOCKA	HannibalBuress_FLOCKA.mp3	H3TV	48	08-22-2022	80	Hannibal B	https://youtu.be/FnZ2MLYKacc&t=80	
FIVE HUNDRED SUBS	Bowblax_500subs.mp3	OTR	46	08-17-2022	12033	Bowblax	https://www.youtube.com/watch?v=JEJi68zv1EQ&t=12033	
BITCH YOU HAVE NOTHING	Bowblax_BITCHYOUHAVENOTHING.mp3	OTR	46	08-17-2022	11995	Bowblax	https://www.youtube.com/watch?v=JEJi68zv1EQ&t=11995	
FUCKING FK FK FK FK	BowBlax_IFuckingFuckFuckFuckFuck.mp3	OTR	46	08-17-2022	11554	Bowblax	https://www.youtube.com/watch?v=JEJi68zv1EQ&t=11554	
LET ME SPEEEEAAAAK	Bowblax_LETMESPEAAAK.mp3	OTR	46	08-17-2022	11799	Bowblax	https://www.youtube.com/watch?v=JEJi68zv1EQ&t=11799	
TALK ABOUT THE ALLEGATIONS	BowBlax_TalkAboutTheAllegations.mp3	OTR	46	08-17-2022	11540	Bowblax	https://www.youtube.com/watch?v=JEJi68zv1EQ&t=11540	
THIS! THIS! THIS IS WHY IM WATCHING	BowBlax_ThisIsWhyImWatching.mp3	OTR	46	08-17-2022	11545	Bowblax	https://www.youtube.com/watch?v=JEJi68zv1EQ&t=11545	
WAN	Jidion_Wan.mp3	H3TV	47	08-15-2022	2553	Jidion	https://youtu.be/IFfxLKkYh8Q&t=2553	
WDan	Jidion_WDan.mp3	H3TV	47	08-15-2022	2553	Jidion	https://youtu.be/IFfxLKkYh8Q&t=2553	
I got my prostate milked by Ethan Klein	Olivia_IGotMyProstateMilked.mp3	OTR	45	08-10-2022	1932	Olivia	https://www.youtube.com/watch?v=pUAWStsw8jY&t=1932	
Im 21 FUCK YOU	AdinRoss_21FUCKYOU.mp3	H3TV	46	08-08-2022	9303	Adin Ross	https://youtu.be/XTU2hHPXVos&t=9303	
Youre a dick rider a dick sucker...	AdinRoss_YoureADickSucker.mp3	H3TV	46	08-08-2022	8933	Adin Ross	https://youtu.be/XTU2hHPXVos&t=8933	
Thank you for the gifted Crew pack	Ninja_ThankingCrewForTheGifted.mp3	OTR	44	07-27-2022	3257	Ninja	https://www.youtube.com/watch?v=ADeQ9CPU8SA&t=3257	
*Screaming*	Keemstar_Screaming.mp3	H3TV	44	07-25-2022	7018	Keemstar	https://youtu.be/3tiiER1zHfE&t=7018	
The Hannah we know?	Keemstar_TheHannahWeKnow.mp3	AfterDark	78	07-22-2022	3411	Keemstar	https://www.youtube.com/watch?v=M3NLg8ZTigQ&t=3411	
Do Not Waste That Sweet Milk	Ethan_DoNotWasteThatSweetMilk.mp3	Leftovers	19	07-21-2022	4159	Ethan	https://www.youtube.com/watch?v=Yb4bqqyH8_Y&t=4159	
Cut them off	JordanPeterson_CutThemOff.mp3	Leftovers	19	07-21-2022	6488	Jordan Peterson	https://www.youtube.com/watch?v=Yb4bqqyH8_Y&t=6488	
CHEEEEZE	FouseyTube_CHEEZE.mp3	OTR	43	07-20-2022	8402	FouseyTube	https://www.youtube.com/watch?v=sJw_z60GrCM&t=8402	
It Tastes Like Beef Jerky	FouseyTube_ItTastesLikeBeefJerky.mp3	OTR	43	07-20-2022	8415	FouseyTube	https://www.youtube.com/watch?v=sJw_z60GrCM&t=8415	
Im growing my hair back people	HowieMandel_GrowingMyHairBackPeople.mp3	AfterDark	77	07-15-2022	5645	Howie Mandel	https://www.youtube.com/watch?v=VHkpIXco8Ks&t=5645	
Joker Church	JordanPeterson_JokerChurch.mp3	AfterDark	77	07-15-2022	7814	Jordan Peterson	https://www.youtube.com/watch?v=VHkpIXco8Ks&t=7814	
Suck a fat donut	AustinMcBroom_SuckAFatDonut.mp3	H3TV	42	07-11-2022	3327	Austin McBroom	https://youtu.be/QpElkT_nkgY&t=3327	
Does anyone know is this Covid Related? ...	HowieMandel_IsThisCovidRelated.mp3	H3TV	42	07-11-2022	829	Howie Mandel	https://youtu.be/QpElkT_nkgY&t=829	
Ow	HowieMandel_Ow.mp3	H3TV	42	07-11-2022	829	Howie Mandel	https://youtu.be/QpElkT_nkgY&t=829	
When my friend Neal bent over this happened	HowieMandel_WhenMyFriendNeilBentOver.mp3	H3TV	42	07-11-2022	829	Howie Mandel	https://youtu.be/QpElkT_nkgY&t=829	
Up yours woke moralists	JordanPeterson_UpYoursWokeMoralists.mp3	OTR	41	07-06-2022	10311	Jordan Peterson	https://www.youtube.com/watch?v=Hu_V2NwLnYk&t=10311	
What rules you sons a bitches	JordanPeterson_WhatRulesYouSonsABitches.mp3	OTR	41	07-06-2022	6938	Jordan Peterson	https://www.youtube.com/watch?v=Hu_V2NwLnYk&t=6938	
Heil Hitler	Dan_HeilHitler.mp3	OTR	40	06-22-2022	9118	Dan	https://www.youtube.com/watch?v=ue2zpTPkthg&t=9118	
Why did you unmatch me? It's me...	BenAffleck_WhyDidYouUnmatchMe.mp3	OTR	39	06-15-2022	5958	Ben Affleck	https://www.youtube.com/watch?v=6TsZE8Cu0-Q&t=5958	
Sorry not beautiful	JordanPeterson_SorryNotBeautiful.mp3	Leftovers	16	06-09-2022	2750	Jordan Peterson	https://www.youtube.com/watch?v=LBCEZEni_5Q&t=2750	
I believe a citizen can own a nuclear warhead	TimPool_IndividualCitizenRightToOwnWarhead.mp3	H3TV	38	06-06-2022	3892	Tim Pool	https://youtu.be/CGOWQwC1Amo&t=3892	
I saw my maternal grandmother...	JordanPeterson_Grandma.mp3	AfterDark	73	05-20-2022	2742	Jordan Peterson	https://www.youtube.com/watch?v=eZYbxWxDG3I&t=2742	
Who is Sam	Ethan_WhoIsSam.mp3	OTR	35	05-11-2022	9551	Ethan	https://www.youtube.com/watch?v=cNiIRTDfch0&t=9551	
Grumpy	JohnnyDepp_Grumpy.mp3	H3TV	35	05-09-2022	8216	Johnny Depp	https://youtu.be/wzc8f4B--AU&t=8216	
You Wanna Come to the Car and Suck my Cock	Ethan_YouWannaComeToMyCarAndSuck.mp3	Podcast	251	05-06-2022	1297	Ethan	https://youtu.be/NlPCUpYrMis&t=1297	
Man it is Wednesday man	FreshAndFit_ItsWednesdayMan.mp3	AfterDark	71	04-29-2022	6803	Fresh and Fit	https://www.youtube.com/watch?v=cztc_OXvqJI&t=6803	
Lets go!	PandP_LetsGooo.mp3	AfterDark	71	04-29-2022	4981	P and P	https://www.youtube.com/watch?v=cztc_OXvqJI&t=4981	
Close the Trunk	KrisJenner_CloseTheTrunk.mp3	OTR	33	04-27-2022	3919	Kris Jenner	https://www.youtube.com/watch?v=nnKBeuxk_bg&t=3919	
Human Fecal Matter	JohnnyDep_HumanFecalMatter.mp3	AfterDark	70	04-22-2022	10683	Johnny Depp	https://www.youtube.com/watch?v=Q_GoixIfwoY&t=10683	
Can we talk about the political and economic state of the world?	JadenSmith_PoliticalAndEconomicalStateOfTheWorld.mp3	OTR	32	04-20-2022	9650	Jaden Smith	https://www.youtube.com/watch?v=PUQPGI9fNok&t=9650	
Cant wait to report your death HE-HA!	Keemstar_CantWaitToReportYourDeath.mp3	H3TV	30	04-04-2022	5025	Keemstar	https://youtu.be/ulmY5h0M4co&t=5025	
This dumb motherfucker AB	Keemstar_ThisDumbFuckerAB.mp3	H3TV	30	04-04-2022	7714	Keemstar	https://youtu.be/ulmY5h0M4co&t=7714	
5000 dun garn	Love_5000DunGarne.mp3	H3TV	30	04-04-2022	3099	Love	https://youtu.be/ulmY5h0M4co&t=3099	
Anyone here from Arizona	Love_AnyoneHereFromArizona.mp3	H3TV	30	04-04-2022	3008	Love	https://youtu.be/ulmY5h0M4co&t=3008	
God damn rascal	Love_GodDamnRascal.mp3	H3TV	30	04-04-2022	3023	Love	https://youtu.be/ulmY5h0M4co&t=3023	
ooohhhEEeeeee!	Love_oOoOoeeee.mp3	H3TV	30	04-04-2022	3021	Love	https://youtu.be/ulmY5h0M4co&t=3021	
SHWEEEE	Love_ShweeEeeeEeEee.mp3	H3TV	30	04-04-2022	3404	Love	https://youtu.be/ulmY5h0M4co&t=3404	
What the heckin dog?!	Love_WhatTheHeckinDog.mp3	H3TV	30	04-04-2022	3108	Love	https://youtu.be/ulmY5h0M4co&t=3108	
YeEeEEee!!	Love_Yeeeee.mp3	H3TV	30	04-04-2022	3021	Love	https://youtu.be/ulmY5h0M4co&t=3021	
AudioAudioAudio	JimmieLee_AudioAudioAudio.mp3	OTR	29	03-30-2022	3007	Jimmie Lee	https://www.youtube.com/watch?v=kWqTHAD8C0k&t=3007	
I Got my Eye on You	JimmieLee_GotMyEyeOnYou.mp3	OTR	29	03-30-2022	3667	Jimmie Lee	https://www.youtube.com/watch?v=kWqTHAD8C0k&t=3667	
It seems like nobody wants to work these days	KimKardashian_NobodyWantsToWorkTheseDays.mp3	AfterDark	68	03-18-2022	13198	Kim Kardashian	https://www.youtube.com/watch?v=_VovzI50yC4&t=13198	
Get your fucking ass up and work	KimKhardashian_GetYourAssUpAndWork.mp3	AfterDark	68	03-18-2022	13196	Kim Kardashian	https://www.youtube.com/watch?v=_VovzI50yC4&t=13196	
What are you afraid of Ian	RoloTony_WhatAreYouAfraidOfIan.mp3	OTR	26	03-02-2022	7942	Rolo Tony	https://www.youtube.com/watch?v=AoBAiEK2Hug&t=7942	
DIE DIE DIE	WendyWilliams_DIEDIEDIE.mp3	AfterDark	66	02-25-2022	5957	Wendy Williams	https://www.youtube.com/watch?v=UzU3uMgmm-0&t=5957	
Why are you so cute when you talk shit	Keemstar_WhyAreYouSoCuteWhenYouTalkShit.mp3	H3TV	24	02-21-2022	6369	Keemstar	https://youtu.be/WmcJ_kZGVvE&t=6369	
OHHHH monsieurerrrrrrr	Misc_OhMonsieur.mp3	AfterDark	65	02-18-2022	2439	Misc	https://www.youtube.com/watch?v=_mfxcipuqq0&t=2439	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg3r5_02mijZmskXj5o7gbPHZjzEU30dUuCDGq7vDFSx2B54wPgasYXfD5-tfE7oiMjws&usqp=CAU
Coconuts in Barbados	FreshAndFit_CoconutsInBarbados.mp3	OTR	24	02-16-2022	7144	Fresh and Fit	https://www.youtube.com/watch?v=lXyGJVWafH8&t=7144	
Weasily little liar dude	Hasan_WeasleyLittleLiar.mp3	H3TV	23	02-14-2022	6715	Hasan Piker	https://youtu.be/JZP7g-9ANRc&t=6715	
14 PAGES!!	DarkViper_Its14Pages.mp3	EthanKlein	38	02-10-2022	370	Dark Viper	https://youtu.be/8CcVkyFXHyw&t=370	
I felt worthless I felt ugly I felt gay	FouseyTube_IFeltWorthless.mp3	Misc	3	01-28-2022	3446	FouseyTube	https://www.youtube.com/watch?v=daxr0SkHQm0&t=3446	
Cant-Cant do this!	TheGoodDoctor_CantDoThis.mp3	Podcast	248	01-27-2022	630	The Good Doctor	https://youtu.be/ez_bTUjWG5Y&t=630	
Ryan Kavanaugh is a force of nature	HarveyWeinstein_RyanKavanaughIsAForceOfNature.mp3	H3TV	21	01-17-2022	4546	Harvey Weinstein	https://youtu.be/sHrEyuHHM9U&t=4546	
You guys are a bunch of pussies	Love_YouGuysAreABunchOfPussies.mp3	H3TV	21	01-17-2022	8053	Love	https://youtu.be/sHrEyuHHM9U&t=8053	
An innappropriate relationship with a 14 year old Natalie Portman	RyanKavanaugh_14YearOldNataliePortman.mp3	H3TV	21	01-17-2022	4678	Ryan Kavanaugh	https://youtu.be/sHrEyuHHM9U&t=4678	
Too much wine sorry	RyanKavanaugh_TooMuchWineSorry.mp3	H3TV	21	01-17-2022	4704	Ryan Kavanaugh	https://youtu.be/sHrEyuHHM9U&t=4704	
What da fuck	Theodore_WhatTheFuck.mp3	H3TV	21	01-17-2022	552	Theodore	https://youtu.be/sHrEyuHHM9U&t=552	https://images.vexels.com/media/users/3/198194/isolated/preview/ba56ffbfdc62c7b7471a473d5b79312b-misc-label.png
Dan please stand up	DonaldTrump_DanPleaseStandUp.mp3	OTR	22	12-15-2021	3973	Donald Trump	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=3973	
Ethan please stand up	DonaldTrump_EthanPleaseStandUp.mp3	OTR	22	12-15-2021	3973	Donald Trump	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=3973	
Ian please stand up	DonaldTrump_IanPleaseStandUp.mp3	OTR	22	12-15-2021	3973	Donald Trump	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=3973	
Im busted	Keemstar_ImBusted.mp3	OTR	22	12-15-2021	4258	Keemstar	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=4258	
SO FRUSTRATING	Keemstar_SOFRUSTRATING.mp3	OTR	22	12-15-2021	4258	Keemstar	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=4258	
Oh Im telling you	WilliamShatner_OhImTellingYou.mp3	OTR	22	12-15-2021	8378	William Shatner	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=8378	
Oh Jesus	WilliamShatner_OhJesus.mp3	OTR	22	12-15-2021	8357	William Shatner	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=8357	
Oh my God	WilliamShatner_OhMyGod.mp3	OTR	22	12-15-2021	8371	William Shatner	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=8371	
Holy shit fuck balls	BritneySpears_HolyShitFuckBalls.mp3	H3TV	19	12-06-2021	6828	Britney Spears	https://youtu.be/Ev37IedFjMU&t=6828	
Holy shit wow fucking balls ay	BritneySpears_HolyShitWowFuckingBallsAy.mp3	H3TV	19	12-06-2021	6836	Britney Spears	https://youtu.be/Ev37IedFjMU&t=6836	
Stick your funger	Dan_StickYourFunger.mp3	H3TV	19	12-06-2021	6596	Dan	https://youtu.be/Ev37IedFjMU&t=6596	
Im not taking a pause to SHIT ALL OVER THE FLOOR	TheQuartering_ImNotTakingAPauseToSHITALLOVERTHEFLOOR.mp3	OTR	21	12-01-2021	8421	The Quartering	https://www.youtube.com/watch?v=QobESzsbh6M&t=8421	
Family	Misc_Family.mp3	AfterDark	60	11-26-2021	3459		https://www.youtube.com/watch?v=kwDJN1CQzJY&t=3459	
Ive been listening to Olivia the entire time	DonaldTrump_IveBeenListeningToOliviaTheEntireTime.mp3	OTR	19	11-18-2021	2430	Donald Trump	https://www.youtube.com/watch?v=hY0x8d3QWDA&t=2430	
Olivia	DonaldTrump_Olivia.mp3	OTR	19	11-18-2021	2430	Donald Trump	https://www.youtube.com/watch?v=hY0x8d3QWDA&t=2430	
ANIMALS DIE	Keemstar_ANIMALSDIE.mp3	OTR	17	11-04-2021	1370	Keemstar	https://www.youtube.com/watch?v=oHU006rCb2c&t=1370	
MURDER ANIMALS	Keemstar_MURDERANIMALS.mp3	OTR	17	11-04-2021	1277	Keemstar	https://www.youtube.com/watch?v=oHU006rCb2c&t=1277	
What the hell are we gonna do without men	JordanPeterson_WhatAreWeGonnaDoWithoutMen.mp3	H3TV	12	10-18-2021	657	Jordan Peterson	https://youtu.be/_QK5EmPCd9g&t=657	
Theres shit all over the floor	TheQuartering_TheresSHITALLOVERTHEFLOOR.mp3	AfterDark	54	10-15-2021	6699	The Quartering	https://www.youtube.com/watch?v=eioZLqucKU4&t=6699	
You know you get that crotch rot	TheQuartering_YouGetThatCrotchRot.mp3	AfterDark	54	10-15-2021	7649	The Quartering	https://www.youtube.com/watch?v=eioZLqucKU4&t=7649	
Delete Me From This Conversation	Shaq_DeleteMeFromThisConversation.mp3	ContentCourt	7	10-14-2021	2151	Shaq	https://youtu.be/ZPt1p_KeTEE&t=2151	
I Cant Jerk Off to This	Dan_ICantJerkOffToThis.mp3	OTR	14	10-07-2021	3165	Dan	https://www.youtube.com/watch?v=wtOzt-oLZ3Q&t=3165	
AB did that everyone saw that	Love_AbDidThatEveryoneSawThat.mp3	H3TV	10	10-04-2021	8454	Love	https://youtu.be/Rs9bSkstX9s&t=8454	
Hes so cool	Misc_HesSoCool.mp3	AfterDark	51	09-24-2021	6911		https://www.youtube.com/watch?v=GRJLngUhhno&t=6911	
I Do it With Everyone	AndrewCuomo_IDoItWithEveryone.mp3	OTR	12	09-23-2021	3143	Andrew Cuomo	https://www.youtube.com/watch?v=14GDTiQ-_pE&t=3143	
NEVER BE A BETA	OwenCook_NeverBeABeta.mp3	AfterDark	50	09-10-2021	4459	Owen Cook	https://www.youtube.com/watch?v=HnLJNxkS_AE&t=4459	
Just never ever do it, it is DEATH!	OwenCook_NeverEverDoIt.mp3	AfterDark	50	09-10-2021	4457	Owen Cook	https://www.youtube.com/watch?v=HnLJNxkS_AE&t=4457	
Do you see it	KennethCopeland_DoItSeeIt.mp3	OTR	11	09-09-2021	3613	Kenneth Copeland	https://www.youtube.com/watch?v=AFkY41u0LGA&t=3613	
I Pooped My Pants	AlRoker_IPoopedMyPants.mp3	H3TV	7	09-07-2021	523	Al Roker	https://youtu.be/d9Y0O-FtKvA&t=523	
DRAKE	DJAkademiks_DRAKE.mp3	H3TV	7	09-07-2021	299	DJ Akademiks	https://youtu.be/d9Y0O-FtKvA&t=299	
In a book HUH	Keemstar_ItWasUsedInABookHUH.mp3	H3TV	7	09-07-2021	3708	Keemstar	https://youtu.be/d9Y0O-FtKvA&t=3708	
Hi My Name is Awkwafina and I am in the movie ShangChi	Awkwafina_ShangChi.mp3	AfterDark	49	09-03-2021	1912	Awkwafina	https://www.youtube.com/watch?v=jgrTGlQ_IG8&t=1912	
Rudy Giuliani, you nasty, filthy fucking animal	MichaelRapaport_RudyGiulianiYouNastyFilthy.mp3	OTR	9	08-26-2021	793	Michael Rapaport	https://www.youtube.com/watch?v=btR1WbNWzKc&t=793	
Box me bitch	Keemstar_BoxMeBitch.mp3	OTR	9	08-26-2021	1008	Keemstar	https://www.youtube.com/watch?v=btR1WbNWzKc&t=1008	
That crypto shit	Keemstar_ThatCryptoShit.mp3	OTR	9	08-26-2021	1298	Keemstar	https://www.youtube.com/watch?v=btR1WbNWzKc&t=1298	
Its Friday Fuck baby fuck	Donna_ItsFridayFuck.mp3	Families	10	08-25-2021	677	Donna Klein	https://youtu.be/WOAWl_s0Kjs&t=677	
Just Sayin	WendyWilliams_JustSayin.mp3	AfterDark	47	08-20-2021	394	Wendy Williams	https://www.youtube.com/watch?v=Xvasys6EONM&t=394	
We do a little trolling its called we do a little trolling	DonaldTrump_WeDoALittleTrolling.mp3	H3TV	4	08-02-2021	5723	Donald Trump	https://youtu.be/QhA1sdISvME&t=5723	
